Text,Lemmatized Text,Clusters(K Means),Clusters(DBSCAN)
facebook instagram reklam kampanyaları kurmuş yönetmiş,facebook instagram reklam kampanya kur yönet,1,1
remarketing kampanyaları yönetmiş,remarketing kampanya yönet,1,1
raporlama google data studio kullanabilecek hızlı kullanımını öğrenecek,raporla google data studio kullan hızlı kullanım öğren,3,0
performans raporları hazırlayabilecek,performans rapor hazırla,1,1
güvenlik kurallarını bilen kuralları uygulayan,güvenlik kural bil kural uygula,1,1
CCTV ekranlarının düzenli takibinin sağlanması raporlanması,cctv ekran düzenli takip sağ raporla,1,1
liderlik vasfı olan yönetsel becerileri güçlü,lider vasıf olan yönetsel beceri güçlü,4,0
sonuç odaklı analitik yapıda olan,sonuç odak analitik yapı olan,4,0
şirketin satış hedeflerine mevcut müşterilerin tutundurulması yeni müşteriler kazandırılması sahada ekibiyle birlikte aktif olunması araştırmalar analizler farklı çözüm önerileri getirilmesi,şirket satış hedef mevcut müşteri tutun yeni müşteri kazan saha ekip birlikte aktif ol araştırma analiz fark çöz öneri getir,1,1
rakip firmalar sektörler gözlem değerlendirmeler raporlanması,rakip firma sektör gözlem değerlendir raporla,1,1
gayrimenkul sektöründe çalışabilecek hedefleri olan,gayrimenkul sektör çalış hedef olan,4,0
ikna beceresine sahip güvenen,ikna becer sahip güven,5,0
dürüstlükten ödün vermeyen çevresine uyumlu,dürüst öd ver çevre uyum,1,1
hedefleri doğrultusunda ilerleyebilcek,hedef doğrultu ilerle,1,1
çalıştığı işi işiymiş benimseyen,çalış iş iş benimse,2,0
üniversitelerin harita kadastro bölümünden mezun,üniversite harita kadastro bölüm mezun,1,1
şirketin keseceği faturaları düzenlemesi,şirket kes fatura düzenle,1,1
şirkete gelen faturaların işlenmesi,şirket gelen fatura işle,1,1
3 yıllık muhasebe deneyimi,3 yıllık muhasebe deney,1,1
düzenli sistematik görevini getirmesi,düzenli sistematik görev getir,1,1
ziyaretler sonucunda yeni müşteriler kazandırılması mevcut müşteri potansiyelinin arttırılması,ziyaret sonuç yeni müşteri kazan mevcut müşteri potansiyel arttır,1,1
müşteri bilgilerinin düzenli güncel tutulması,müşteri bilgi düzenli güncel tutul,1,1
geçmiş iş tecrübesi zorunluluğu yoktur durumda teknik projelerde çalışması sonuçlarını yayınlamış akademik sosyal platformlar dergiler youtube kanalı katıldığı yarışmalar beklenir,geçmiş iş tecrübe zorunluluk yok durum teknik proje çalış sonuç yayınla akademik sosyal platform dergile youtube kan katıl yarış bek,2,0
askerliğini tamamlamış olma şartı yoktur,asker tamamla ol şart yok,1,1
ücret adayın yeteneklerine 60000-120000 tlyıl olacaktır,ücret ada yetenek 60.000 -120.000 tl yıl ol,1,0
D sınıfı sürücü belgesine sahip,d sınıf sür belge sahip,5,0
özellikle excelde formül uygulamalarında tecrübeli,özellikle excel formül uygula tecrübe,1,0
post op dönem hastalarını takip,post op döne hasta takip,1,1
instagram üzerinden özellikle yurt dışından yazan hastaların sorularını cevaplayacak,instagram üzer özellikle yurt dış yaz hasta soru cevapla,1,1
çağrı merkezi üzerinden gelecek talepleri satışa dönüştüren ekibe liderlik edebilecek,çağrı merkezi üzer gelecek talep satış dönüş ekip lider et,0,0
psikiyatri uzman doktoru arayışımız bulunmaktadır,psikiyatri uzman doktor ara bulun,1,1
portfey listesi hazırlayacak,portfey liste hazırla,1,1
internet ilanları hazırlayacak,internet ilan hazırla,1,1
düzenli disiplinli güvenen,düzenli disiplin güven,1,1
güçlü pazarlık iletişim becerileri olan insan ilişkileri iletişimi kuvvetli,güçlü pazarlık iletişim beceri olan insan ilişki iletişim kuvvet,4,0
enerjisi çalışma disiplini fark yaratarak 12 aylık terfi değerlendirme süreci sonunda TMR TEAM kadrosuna geçerek üst düzey gelir skalasına sahip olmayı hedefleyecek,enerji çalış disiplin fark yarat 12 aylık terfi değerlendir süreç sonunda TMR team kadro geç üst düzey gel skala sahip ol hedefle,5,0
müşteri devamlılık verilerine önem veren,müşteri devam veri önem ver,1,1
izmir alsancak yeni nesil ofisimizde,izmir alsancak yeni nesil ofis,1,1
uzun süreli çalışma kariyer hedefi olan,uzun sür çalış kariyer hedef olan,4,0
detaylara hakim sonuç odaklı çalışma becerisi yüksek,detay hakim sonuç odak çalış beceri yüksek,2,0
üretim takip sürecine destek olabilecek,üretim takip süreç destek ol,1,1
dosyalama işini bilen sipariş açabilen,dosyala iş bil sipariş aç,1,1
elektronik PCB kartlar üzerinde dizgi lehim yapabilecek,elektronik PCB kart üzerinde dizgi leh yap,1,0
elektromekanik montaj bilgisi olan,elektromekanik montaj bilgi olan,4,0
araştırmacı gelişen teknolojileri yakından takip,araştırma geliş teknoloji yakından takip,1,1
sürekli iyileştirme faaliyetlerine destek olabilecek,sürekli iyi faaliyet destek ol,1,1
lisans mezunu iletişim pazarlama MYO,lisans mezun iletişim pazarla myo,1,1
otomotiv sektöründe bilgisi tecrübesi bulanan,otomotiv sektör bilgi tecrübe bulan,1,0
B sınıfı sürücü belgesi aktif sürüş tecrübesi bulunan,b sınıf sür belge aktif sür tecrübe bulun,1,0
iyi derecede almanca almancaingilizce bilen,iyi derece almanca almanca ingilizce bil,1,1
yurt içi-dışı seyahat engeli olmayan,yurt içi-dışı seyahat engel olmayan,1,1
askerliğini yapmış 22-30 yaş aralığında,asker yap 22-30 yaş aralık,1,0
yoğun iş temposuna uyabilecek,yoğun iş tempo uy,1,1
kalite kontrol süreçlerinde girdi kontrolünden final kontrole süreçlerde aktif rol alarak gerekli form evrakları doldurmak testleri,kalite kontrol süreç gir kontrol final kontrol süreç aktif rol al gerekli form evrak doldur test,1,1
üretimden sevkiyat aşamasına olan süreçte proses kontrollerini düzeltici önleyici faaliyetlerini getirmek standartlara uygun olmayan ürünleri tespit etmek günlük raporlamak,üretim sevkiyat aşama olan süreç proses kontrol düzelt önle faaliyet getir standart uygun olmayan ürün tespit et günlük raporla,0,0
kalite kontrol süreçlerinde kullanılan ölçü aletlerini kullanmak,kalite kontrol süreç kullan ölçü alet kullan,3,0
ISO yönetim sistemleri denetimlere katılmak,ıso yönet sistem denetim katıl,1,1
iade alınan ürünler kontrolleri gerçekleştirmek raporlamak,iade alın ürün kontrol gerçek raporla,1,1
ürün kalitesini üretim prosesin verimliliğini arttırıcı iyileştirme faaliyetlerinde görev almak,ürün kalite üretim proses verim arttır iyi faaliyet görev al,1,1
kalite ekip çalışmasına uyum sağlamak,kalite ekip çalış uyum sağla,2,0
gaziantep medicalpark hastanesinden istihdam edilmek,gaziantep medicalpark hastane istihdam et,0,0
çağrı merkezi ekip arkadaşları aranmaktadır,çağrı merkezi ekip arkadaş aran,1,1
ekip çalışmasında başarılıyoğun iş temposuna esnek çalışma saatlerine uyum sağlayabilen,ekip çalış başarı yoğun iş tempo esnek çalış saat uyum sağla,2,0
tele-satış konusunda minimum 1 yıl deneyimli çağrı merkezi deneyimi bulunan,tele-satış konu minimum 1 yıl deneyim çağrı merkezi deney bulun,1,0
dinamik azimli konuşmayı seven,dinamik azim konuş sev,1,1
tercihen hizmet sektöründe deneyim sahibi,tercihen hizmet sektör dene sahip,5,0
tercihen ticaret lisesi yüksekokul mezunu,tercihen ticaret lise yüksekokul mezun,1,1
mesleki alanda 2 yıl deneyimli,mesleki ala 2 yıl deneyim,1,0
üniversitelerin odyoloji  bölümünden mezun,üniversite odyoloji bölüm mezun,1,1
denge merkezi deneyimi olan,denk merkezi deney olan,4,0
bölümü gelişme yenilikleri takip,bölü geliş yenilik takip,1,1
hasta çalışan güvenliği ilkelerini benimsemiş,hasta çalış güvenlik ilke benimse,2,0
iletişime yeniliklere açık,iletişim yenilik açık,1,1
otomotiv yedek parça sektöründe 2 yıl iş tecrübesi olan,otomotiv yedek parça sektör 2 yıl iş tecrübe olan,4,0
BMW yedek parça alanında çalışmış,bmw yedek parça alan çalış,2,0
tecrübeli önceliki tercihimiz olacak,tecrübe önce tercih ol,1,0
araç şase numarasından parça sorgulaması yapabilen,araç şase numara parça sorgula yap,1,0
iletişim planlama konusunda yetkin,iletişim planla konu yetkin,1,0
sultanbeyli bölgesine ulaşım sorunu olmayan,sultanbeyli bölge ulaş soru olmayan,1,1
sosyal medyayı iyi derecede kullanabilen,sosyal medya iyi derece kullan,3,0
lüleburgazda ikamet edebilecek,lüleburgaz ikamet et,0,0
dinamik gelişme yeniliklere açık,dinamik geliş yenilik açık,1,1
sorumluluk sahibi görev bilinci olan,sorumluluk sahip görev bilinç olan,5,0
arazi çalışma şartlarına ayak uydurabilecek,arazi çalış şart ay uydur,2,0
erkek adaylar askerlliğini yapmış,erkek aday askerlliğini yap,1,0
saç ekimi alanında 6 ay deneyim sahibi yetiştirilmek,saç ek alan 6 ay dene sahip yetiş,5,0
istanbul ataşehir yakın civarlarda ikamet,istanbul ataşehir yakın civar ikamet,1,1
finans süreçlerine hakim deneyim sahibi,finans süreç hakim dene sahip,5,0
muhasebe işlemlerine hakim deneyim sahibi,muhasebe işlem hakim dene sahip,5,0
resmi beyanname süreçlerine hakim,resmi beyanname süreç hakim,1,1
üniversitelerin bölümlerinden lisans mezunu olan,üniversite bölüm lisans mezun olan,4,0
dermatoloji psikiyatri bölümlerinde çalışma tecrübesi olan,dermatoloji psikiyatri bölüm çalış tecrübe olan,4,0
olaylara sonuç odaklı yaklaşan,olay sonuç odak yaklaş,1,1
ANKARA bölgesinde faaliyet gösterecek,ankara bölge faaliyet göster,1,1
işine adayan ciddiyetle işi yürütebilecek,iş ada ciddiyet iş yürüt,1,1
aracı PC çalışabilecek,aracı pc çalış,2,0
iş ahlakının önemini bilen dürüstlüğü ilke edinen,iş ahlak önem bil dürüst ilk edin,1,1
pozitif bakış açısına sahip dinamik güler yüzlü,pozitif bakış açı sahip dinamik gül yüz,5,0
dürüstlük güvenilirliği ilke edinen,dürüst güvenilir ilk edin,1,1
işine önem veren,iş önem ver,1,1
ofis çalışma arkadaşları uyumlu çalışabilen,ofis çalış arkadaş uyum çalış,2,0
ÜTE ÜTT belegesi olan,üt ÜTT belegesi olan,4,0
kurs okul deneyimi olan,kurs okul deney olan,4,0
erkek personel arayışımız mevcuttur,erkek personel ara mevcut,1,1
depo kumaş giriş çıkışlarını kontrol takip etmek,depo kumaş giriş çıkış kontrol takip et,0,0
depo düzenini sağlamak stok takibini,depo düzen sağla stok takip,1,1
perakende sektöründe 10 yıl yönetici çalışmış,perakende sektör 10 yıl yönet çalış,2,0
mevcut mağazaların yönetilmesi yeni mağaza açılışlarında etkin rol oynayacak,mevcut mağaza yönet yeni mağaza aç etkin rol oyna,1,1
rakamsal düşünebilen,rakam düşün,1,1
analizlerini sayısal verilerle destekleyebilen,analiz sayısal veri destekle,1,1
koordine kontrol becerileri gelişmiş,koordine kontrol beceri geliş,1,1
insan ilişkileri iletişim analitik düşünme becerileri güçlü,insan ilişki iletişim analitik düşün beceri güçlü,1,1
şirketi zarara uğratacak türlü olasılığın öngörülmesi zarar kayıpların minimize,şirket zarar uğrat türlü olasılık öngör zarar kayıp mini,1,1
satışları kar-zarar durumlarını analiz etmek haftalıkaylık yönetime raporlamak varsa iyileştirici fikir öneri sunmak,satış kar-zarar durum analiz et hafta aylık yönet raporla var iyi fikir öner sun,0,0
liderlik ruhuna sahip takım çalışmasına yatkın,lider ruh sahip tak çalış yatkın,5,0
satış pazarlama alanında deneyimli,satış pazarla alan deneyim,1,1
resmi yazışmaların takibini yapabilecek,resmi yazış takip yap,1,0
ifade yeteneği yüksek diksiyonu düzgün prezentabl,ifade yetenek yüksek diksiyon düzgün prezentabl,1,1
msoffice programlarına iyi derecede hakim,ms office program iyi derece hakim,1,1
boyahane işletmelerinde 3 yıl benzer iş tecrübesi olan,boyahane işletme 3 yıl benzer iş tecrübe olan,4,0
boya makinelerinin çalışma prensibine hakim,boya makine çalış prensip hakim,2,0
iş takip yeteneği olan iletişimi güçlü,iş takip yetenek olan iletişim güçlü,4,0
MS office ERP programlarını iyi derecede kullanabilen,ms office ERP program iyi derece kullan,3,0
yazılım geliştirme araç süreçlerine hakim,yazılı geliştir araç süreç hakim,1,1
java J2EE spring framework konusunda tecrübeli,java J2EE spring framework konu tecrübe,1,0
aspnet core yazılım geliştirmiş,asp.net core yazılı geliştir,1,1
entity framework MVC konusunda tecrübeli,entity framework MVC konu tecrübe,1,0
ajax XML JSON teknolojileri kullanabilen,ajax XML JSON teknoloji kullan,3,0
bootstrap jquery CSS3 HTML5 razor teknolojilerine hakim,bootstrap jquery CSS3 html5 razor teknoloji hakim,1,1
takım çalışmasına yatkın düzenli çalışabilecek,tak çalış yatkın düzenli çalış,2,0
meslek yüksekokulu tercihen üniversite mezunu,meslek yüksekokul tercihen üniversite mezun,1,1
planlama organizasyon yetkinliklerine sahip ekip çalışmasına uygun,planla organizasyon yetkin sahip ekip çalış uygun,5,0
benzer görevde 5 yıl deneyime sahip,benzer görev 5 yıl deney sahip,5,0
hızlı karar alma yeteneğine sahip,hızlı karar al yetenek sahip,5,0
OTI hotels & resorts bünyesinde değerlendirilmek,OTI hotels & resorts bünye değerlendir,1,1
minimum 5 yıl yöneticilik deneyimine sahip,minimum 5 yıl yönet deneyim sahip,5,0
SAP SD&MM modulunü iyi bilen,sap sd & mm modulunü iyi bil,1,1
minimum 5 yıl yöneticilik tecrübesine sahip,minimum 5 yıl yönet tecrübe sahip,5,0
tekstil kimyasalları alanında 5 yıl üzeri deneyimli,tekstil kimyasal alan 5 yıl üzer deneyim,1,0
üniversitelerin 4 yıllık muhasebe,üniversite 4 yıllık muhasebe,1,1
turizm işletme iktisat fakültelerinden mezun,turizm işletme iktisat fakülte mezun,1,1
5 yıldızlı otellerde benzer pozisyonda 2 yıl görev almış olan,5 * yıldız otel benzer pozisyon 2 yıl görev al olan,4,0
tercihen opera logo programını kullanmayı bilen,tercihen opera logo program kullan bil,3,0
oda fiyatlarının uyuşmazlık raporlarının kontrol edebilecek,od fiyat uyuş rapor kontrol et,0,0
otel gelirlerini gösteren günlük gelir raporlarının hazırlayabilecek,otel gelir göster günlük gel rapor hazırla,1,1
acente misafir faturalarının kesilmesinden sorumlu,acente misafir fatura kes sorumlu,1,1
cari alacakları takip eder,cari al takip et,0,0
mecidiyeköyşişlide metrobüs metroya yakın,mecidiyeköy şişli metrobüs metro yakın,1,1
ulaşım sorunu olmayan ofisimize,ulaş soru olmayan ofis,1,1
tercihen program kullanabilen akbank YTS vakıfbank YTS türk telekom legahope ayedaş SAP igdaş 3g YTS,tercihen program kullan akbank YTS vakıfbank YTS türk telekom legahope ayedaş sap igdaş 3g YTS,3,0
türkçeyi akıcı doğru konuşabilen,türkçe ak doğru konuş,1,1
sabırlı sözel ifadesi akıcı diksiyonu düzgün mücadeleci,sabır sözel ifade ak diksiyon düzgün mücadele,1,1
hırslı yeniliklere gelişime açık,hırs yenilik gelişim açık,1,1
part time çalışma imkanı yoktur,part ti çalış imkan yok,2,0
yalnızca referanslı CV ler dikkate alınacaktır,yalnızca referans cv ' ler dikkat alın,1,1
üniversitelerin yüksekokulların işletme iktisat pazarlama bölümlerinden mezun,üniversite yüksekokul işletme iktisat pazarla bölüm mezun,1,1
2 yıl muhasebe deneyimine sahip,2 yıl muhasebe deneyim sahip,5,0
muhasebe program mantığına vakıf olan,muhasebe program mantık vakıf olan,4,0
sektörde 2 yıl deneyimli,sektör 2 yıl deneyim,1,0
aktif çalışma arkadaşları arıyoruz,aktif çalış arkadaş ara,2,0
adres merter güngören civarında olan tercihimizdir,adres merter güngören civar olan tercih,4,0
solidworks autocad 2D programlarının sac şekillendirme montaj kütüphane teknik resim ürün ağacı tercihen simülasyon analiz modüllerini iyi seviyede kullanabilen,solidworks autocad 2D program sac şekillen montaj kütüphane teknik resim ürün ağaç tercihen simülasyon analiz modül iyi seviye kullan,3,0
farklı disiplinlere kolayca adapte olabilen,fark disiplin kolay adapte ol,1,1
zaman yönetimi karar verme problem çözme becerilerine sahip,zaman yönet karar ver problem çöz beceri sahip,5,0
sabırlı dikkatli ekip çalışmasına yatkın,sabır dikkatli ekip çalış yatkın,2,0
preparing annual KPI reports,preparing annual KPI reports,1,1
minimum 3 yıllık muhasebe tecrübesi,minimum 3 yıllık muhasebe tecrübe,1,0
